#timestamp tx ty tz qx qy qz qw
9.768606 10.253871 34.910571 0.173477 0.204911 -0.634328 -0.200682 0.717890
9.769606 10.269516 34.909490 0.173344 0.204927 -0.634268 -0.200713 0.717930
9.770606 10.285171 34.908402 0.173210 0.204942 -0.634208 -0.200743 0.717970
9.771606 10.300834 34.907309 0.173076 0.204958 -0.634147 -0.200774 0.718011
9.772606 10.316506 34.906209 0.172942 0.204973 -0.634087 -0.200805 0.718051
9.773606 10.332187 34.905102 0.172808 0.204989 -0.634026 -0.200835 0.718091
9.774606 10.347877 34.903990 0.172674 0.205004 -0.633966 -0.200866 0.718132
9.775606 10.363575 34.902872 0.172539 0.205019 -0.633906 -0.200897 0.718172
9.776606 10.379283 34.901747 0.172405 0.205035 -0.633846 -0.200927 0.718212
9.777606 10.394999 34.900616 0.172271 0.205050 -0.633785 -0.200958 0.718252
9.778606 10.410724 34.899479 0.172136 0.205065 -0.633725 -0.200989 0.718293
9.779606 10.426458 34.898336 0.172002 0.205081 -0.633665 -0.201019 0.718333
9.780606 10.442201 34.897187 0.171867 0.205096 -0.633605 -0.201050 0.718373
9.781606 10.457952 34.896032 0.171733 0.205111 -0.633545 -0.201081 0.718413
9.782606 10.473711 34.894871 0.171598 0.205126 -0.633484 -0.201112 0.718453
9.783606 10.489480 34.893703 0.171463 0.205141 -0.633424 -0.201142 0.718493
9.784606 10.505257 34.892530 0.171329 0.205156 -0.633364 -0.201173 0.718533
9.785606 10.521042 34.891351 0.171194 0.205171 -0.633304 -0.201204 0.718573
9.786606 10.536837 34.890165 0.171059 0.205186 -0.633244 -0.201235 0.718613
9.787606 10.552639 34.888974 0.170924 0.205201 -0.633184 -0.201266 0.718653
9.788606 10.568450 34.887776 0.170789 0.205216 -0.633124 -0.201296 0.718693
9.789606 10.584270 34.886573 0.170654 0.205231 -0.633064 -0.201327 0.718733
9.790606 10.600098 34.885364 0.170519 0.205246 -0.633004 -0.201358 0.718773
9.791606 10.615934 34.884148 0.170384 0.205261 -0.632944 -0.201389 0.718813
9.792606 10.631779 34.882927 0.170249 0.205276 -0.632884 -0.201420 0.718853
9.793606 10.647632 34.881700 0.170113 0.205290 -0.632824 -0.201451 0.718893
9.794606 10.663494 34.880467 0.169978 0.205305 -0.632764 -0.201482 0.718933
9.795606 10.679363 34.879228 0.169843 0.205320 -0.632704 -0.201513 0.718973
9.796606 10.695241 34.877983 0.169707 0.205335 -0.632644 -0.201543 0.719012
9.797606 10.711128 34.876732 0.169572 0.205349 -0.632585 -0.201574 0.719052
9.798606 10.727022 34.875476 0.169436 0.205364 -0.632525 -0.201605 0.719092
9.799606 10.742925 34.874213 0.169300 0.205378 -0.632465 -0.201636 0.719132
9.800606 10.758836 34.872945 0.169165 0.205393 -0.632405 -0.201667 0.719172
9.801606 10.774755 34.871671 0.169029 0.205408 -0.632345 -0.201698 0.719211
9.802606 10.790682 34.870391 0.168893 0.205422 -0.632286 -0.201729 0.719251
9.803606 10.806617 34.869105 0.168757 0.205436 -0.632226 -0.201760 0.719291
9.804606 10.822561 34.867814 0.168621 0.205451 -0.632166 -0.201791 0.719330
9.805606 10.838512 34.866516 0.168485 0.205465 -0.632106 -0.201822 0.719370
9.806606 10.854471 34.865213 0.168349 0.205480 -0.632047 -0.201853 0.719410
9.807606 10.870439 34.863904 0.168213 0.205494 -0.631987 -0.201884 0.719449
9.808606 10.886414 34.862590 0.168077 0.205508 -0.631927 -0.201916 0.719489
9.809606 10.902397 34.861270 0.167941 0.205523 -0.631868 -0.201947 0.719528
9.810606 10.918388 34.859944 0.167805 0.205537 -0.631808 -0.201978 0.719568
9.811606 10.934388 34.858612 0.167669 0.205551 -0.631749 -0.202009 0.719607
9.812606 10.950394 34.857275 0.167532 0.205565 -0.631689 -0.202040 0.719647
9.813606 10.966409 34.855932 0.167396 0.205579 -0.631629 -0.202071 0.719687
9.814606 10.982432 34.854583 0.167259 0.205594 -0.631570 -0.202102 0.719726
9.815606 10.998462 34.853229 0.167123 0.205608 -0.631510 -0.202134 0.719765
9.816606 11.014500 34.851869 0.166986 0.205622 -0.631451 -0.202165 0.719805
9.817606 11.030546 34.850503 0.166850 0.205636 -0.631391 -0.202196 0.719844
9.818606 11.046599 34.849132 0.166713 0.205650 -0.631332 -0.202227 0.719884
9.819606 11.062660 34.847755 0.166576 0.205664 -0.631272 -0.202258 0.719923
9.820606 11.078729 34.846373 0.166439 0.205678 -0.631213 -0.202290 0.719963
9.821606 11.094805 34.844985 0.166303 0.205692 -0.631153 -0.202321 0.720002
9.822606 11.110889 34.843592 0.166166 0.205705 -0.631094 -0.202352 0.720041
9.823606 11.126981 34.842193 0.166029 0.205719 -0.631035 -0.202383 0.720081
9.824606 11.143080 34.840788 0.165892 0.205733 -0.630975 -0.202415 0.720120
9.825606 11.159186 34.839378 0.165755 0.205747 -0.630916 -0.202446 0.720159
9.826606 11.175300 34.837963 0.165617 0.205761 -0.630856 -0.202477 0.720198
9.827606 11.191422 34.836542 0.165480 0.205774 -0.630797 -0.202509 0.720238
9.828606 11.207551 34.835115 0.165343 0.205788 -0.630738 -0.202540 0.720277
9.829606 11.223687 34.833683 0.165206 0.205802 -0.630678 -0.202571 0.720316
9.830606 11.239831 34.832246 0.165068 0.205815 -0.630619 -0.202603 0.720355
9.831606 11.255982 34.830803 0.164931 0.205829 -0.630560 -0.202634 0.720394
9.832606 11.272140 34.829355 0.164793 0.205843 -0.630500 -0.202666 0.720434
9.833606 11.288306 34.827901 0.164656 0.205856 -0.630441 -0.202697 0.720473
9.834606 11.304479 34.826442 0.164518 0.205870 -0.630382 -0.202728 0.720512
9.835606 11.320659 34.824978 0.164380 0.205883 -0.630323 -0.202760 0.720551
9.836606 11.336846 34.823508 0.164243 0.205897 -0.630263 -0.202791 0.720590
9.837606 11.353041 34.822033 0.164105 0.205910 -0.630204 -0.202823 0.720629
9.838606 11.369243 34.820552 0.163967 0.205924 -0.630145 -0.202854 0.720668
9.839606 11.385452 34.819066 0.163829 0.205937 -0.630086 -0.202886 0.720707
9.840606 11.401668 34.817575 0.163691 0.205950 -0.630027 -0.202917 0.720746
9.841606 11.417891 34.816079 0.163553 0.205964 -0.629968 -0.202949 0.720785
9.842606 11.434121 34.814577 0.163415 0.205977 -0.629908 -0.202980 0.720824
9.843606 11.450358 34.813070 0.163276 0.205990 -0.629849 -0.203012 0.720863
9.844606 11.466602 34.811558 0.163138 0.206003 -0.629790 -0.203044 0.720902
9.845606 11.482854 34.810040 0.163000 0.206017 -0.629731 -0.203075 0.720941
9.846606 11.499112 34.808518 0.162861 0.206030 -0.629672 -0.203107 0.720980
9.847606 11.515377 34.806990 0.162723 0.206043 -0.629613 -0.203138 0.721019
9.848606 11.531649 34.805456 0.162584 0.206056 -0.629554 -0.203170 0.721058
9.849606 11.547927 34.803918 0.162446 0.206069 -0.629495 -0.203202 0.721097
9.850606 11.564213 34.802374 0.162307 0.206082 -0.629436 -0.203233 0.721136
9.851606 11.580506 34.800826 0.162168 0.206095 -0.629377 -0.203265 0.721175
9.852606 11.596805 34.799272 0.162030 0.206108 -0.629318 -0.203297 0.721214
9.853606 11.613111 34.797712 0.161891 0.206121 -0.629259 -0.203328 0.721253
9.854606 11.629424 34.796148 0.161752 0.206134 -0.629200 -0.203360 0.721291
9.855606 11.645743 34.794579 0.161613 0.206147 -0.629141 -0.203392 0.721330
9.856606 11.662069 34.793004 0.161474 0.206160 -0.629082 -0.203424 0.721369
9.857606 11.678402 34.791425 0.161335 0.206173 -0.629023 -0.203455 0.721408
